movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time
The Marine,2006,26360100,15000000,18844784,3320824,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
Dark Blue,2003,38430100,15000000,9237470,3024595,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,
Halloween 2,2009,18100100,15000000,33392973,5119877,2009-01-01,Fantasy,Original Screenplay,Live Action,Horror,1,105
Krampus,2015,214450100,15000000,42725475,19039634,2015-01-01,Fantasy,Original Screenplay,Live Action,Black Comedy,0,98
Whatever Works,2009,45910100,15000000,5306706,29800000,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
Diary of a Wimpy Kid,2010,128940100,15000000,64003625,12950686,2010-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Raise Your Voice,2004,36570100,15000000,10411980,4400000,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,
Black Snake Moan,2007,38270100,15000000,9396870,1554283,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,118
Snitch,2012,176710100,15000000,42930462,14977272,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,95
The Imitation Game,2014,207140100,15000000,91125143,136648543,2014-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,113
Peeples,2012,171140100,15000000,9177065,130101,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95
The Return,2004,67200100,15000000,501752,5452134,2004-01-01,Contemporary Fiction,,Live Action,Drama,0,
One Day,2011,140530100,15000000,13843771,45324921,2011-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107
Hoot,2006,40190100,15000000,8117637,107361,2006-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Transsiberian,2008,54900100,15000000,2203641,4175934,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,
The Company,2003,54590100,15000000,2281585,1114923,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,
Halloween,2007,8990100,15000000,58269151,19245250,2007-01-01,Fantasy,Original Screenplay,Live Action,Horror,1,
The Last House on the Left,2009,17320100,15000000,32752215,12730721,2009-01-01,Contemporary Fiction,Remake,Live Action,Horror,0,
Wild,2014,207560100,15000000,37880356,14621185,2014-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,119
Malibu's Most Wanted,2003,16560100,15000000,34308901,190303,2003-01-01,Contemporary Fiction,Based on TV,Live Action,Comedy,0,86
A Mighty Heart,2007,38530100,15000000,9176787,9976781,2007-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,108
"Kiss Kiss, Bang Bang",2005,48470100,15000000,4235837,12593627,2005-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,102
All About Steve,2009,19950100,15000000,33862903,6264356,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
Ong-Bak 2,2008,107740100,15000000,102458,7480592,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,1,
Never Let Me Go,2010,138870100,15000000,2419730,8739066,2010-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,120
The Wedding Date,2005,17910100,15000000,31585300,15448043,2005-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,
In Bruges,2008,40880100,15000000,7800825,26732958,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107
The Woman in Black,2011,143590100,15000000,54333290,74622608,2011-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,95
Earth,2009,17740100,15000000,32011576,77000000,2009-01-01,Factual,Based on TV,Live Action,Documentary,0,99
The Great Debaters,2007,18640100,15000000,30226144,35149,2007-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,123
The Son of No One,2011,143220100,15000000,30680,1117898,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,93
Ramona and Beezus,2010,105410100,15000000,26167002,1302619,2010-01-01,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Banlieue 13,2006,59860100,15000000,1200216,10399687,2006-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,84
A Most Wanted Man,2014,202630100,15000000,17237855,18831035,2014-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,121
Slither,2006,40870100,15250000,7802450,5127893,2006-01-01,Science Fiction,Original Screenplay,Live Action,Horror,0,96
Wasabi,2002,82290100,15300000,81525,6918475,2002-01-01,,,,,0,
La Môme,2007,36760100,15500000,10299782,78312055,2007-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,
Juwanna Mann,2002,32170100,15600000,13571817,200000,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Trance,2012,161240100,16000000,2322593,20271459,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,101
The Texas Chainsaw Massacre: The Beginning,2006,14200100,16000000,39517763,11000000,2006-01-01,Historical Fiction,Remake,Live Action,Horror,1,
The White Countess,2005,57400100,16000000,1666262,1144595,2005-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,
Hot Fuzz,2007,22440100,16000000,23618786,58123832,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Hollywood Ending,2002,46920100,16000000,4839383,10000000,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
People Like Us,2011,150320100,16000000,12431792,88012,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,115
The Roommate,2010,111680100,16000000,37300107,15245600,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
Enter the Void,2010,139650100,16000000,337997,1129281,2010-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,106
Vamps,2011,144890100,16000000,3361,91451,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,92
Things We Lost in the Fire,2007,51200100,16000000,3287315,4832833,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,
The Artist,2011,163170100,16000000,44667095,83589617,2011-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,100
Joe Dirt,2001,20180100,16000000,27087695,3900000,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
The Immigrant,2013,199050100,16000000,2013456,5571555,2013-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,120
Jennifer's Body,2009,39170100,16000000,16204793,15738608,2009-01-01,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,
The Messengers,2007,16040100,16000000,35374833,18400000,2007-01-01,Fantasy,Original Screenplay,Live Action,Horror,0,
The Unborn,2009,13010100,16000000,42670410,35538402,2009-01-01,Fantasy,Original Screenplay,Live Action,Horror,0,
Left Behind,2014,205740100,16000000,14019924,6749285,2014-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,111
El Laberinto del Fauno,2006,15030100,16000000,37634615,49406954,2006-01-01,Historical Fiction,Original Screenplay,Live Action,Horror,0,
The Homesman,2014,210010100,16000000,2429989,1012864,2014-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western,0,120
See Spot Run,2001,16980100,16000000,33357476,9700076,2001-01-01,Kids Fiction,Original Screenplay,Live Action,Comedy,0,
Remember Me,2010,111180100,16000000,19068240,37437880,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,113
Vicky Cristina Barcelona,2008,22700100,16000000,23216709,81288108,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97
The Women,2008,20300100,16000000,26902075,23201733,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Bienvenue chez les Ch'tis,2008,58330100,16000000,1477650,245996847,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,106
White Oleander,2002,28740100,16000000,16357770,5300000,2002-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Soul Plane,2004,31780100,16000000,13922211,631596,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Moonrise Kingdom,2011,150870100,16000000,45512466,23069629,2011-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,94
House of Sand and Fog,2003,32850100,16500000,13005485,3152438,2003-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Becoming Jane,2007,26490100,16500000,18663911,20716965,2007-01-01,Dramatization,Based on Real Life Events,Live Action,Romantic Comedy,0,
The Illusionist,2006,14070100,16500000,39868642,43923420,2006-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Sydney White,2007,34490100,16500000,11702090,1743924,2007-01-01,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Comedy,0,
The Young Messiah,2015,193820100,16800000,6469813,686154,2015-01-01,Dramatization,Based on Comic/Graphic Novel,Live Action,Drama,0,111
FUR: An Imaginary Portrait of Diane Arbus,2006,74420100,16800000,223202,2057887,2006-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,115
L'illusionniste,2010,139510100,17000000,2231474,3400000,2010-01-01,Historical Fiction,Original Screenplay,Hand Animation,Adventure,0,80
The Best Man Holiday,2013,184400100,17000000,70525195,2310515,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,122
"McFarland, USA",2014,197730100,17000000,44480275,1227649,2014-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,128
The Others,2001,4470100,17000000,96522687,111242369,2001-01-01,Historical Fiction,Original Screenplay,Live Action,Horror,0,104
Veronica Guerin,2003,57850100,17000000,1569918,7868156,2003-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,
Jet Li's Hero,2002,9990100,17000000,53652140,123883818,2002-01-01,Historical Fiction,Original Screenplay,Live Action,Action,0,
40 Days and 40 Nights,2002,14850100,17000000,37939782,57152885,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
American Dreamz,2006,130880100,17000000,7156725,9196944,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0,
Brooklyn's Finest,2009,112250100,17000000,27163593,12069640,2009-01-01,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,
How She Move,2008,42110100,17000000,7070641,1537174,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,
Running Scared,2006,42740100,17000000,6855137,1490140,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
My Life in Ruins,2009,39380100,17000000,8665206,11800000,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
Good Boy!,2003,15020100,17000000,37654781,7644471,2003-01-01,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Escobar: Paradise Lost,2014,212720100,17000000,195792,570320,2014-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,119
The Hills Have Eyes,2006,13350100,17000000,41778863,28576950,2006-01-01,Contemporary Fiction,Remake,Live Action,Horror,0,
Beastly,2009,114810100,17000000,27865571,10162659,2009-01-01,Fantasy,Original Screenplay,Live Action,Drama,0,86
Friday the 13th,2009,7850100,17000000,65002019,27668218,2009-01-01,Fantasy,Spin-Off,Live Action,Horror,1,97
Dickie Roberts: Former Child Star,2003,23080100,17000000,22734486,1000000,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Smokin' Aces,2007,15920100,17000000,35662731,21600709,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107
Sideways,2004,6820100,17000000,71502303,38290889,2004-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Wes Craven Presents: They,2002,33180100,17000000,12840842,3300000,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,
Saw 3D,2010,135950100,17000000,45710178,88025106,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,91
Let’s Be Cops,2014,202180100,17000000,82390774,54500000,2014-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104
Evil Dead,2012,145010100,17000000,54239856,43538500,2012-01-01,Fantasy,Remake,Live Action,Horror,0,91
Pitch Perfect,2012,176830100,17000000,65001093,51043254,2012-01-01,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,0,112
The Apparition,2011,140180100,17000000,4936819,5700462,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,82
Southland Tales,2007,72450100,17000000,275380,89227,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Musical,0,
Hitman,2007,14150100,17500000,39687694,59447877,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,
Hoodwinked,2005,10560100,17500000,51221667,58456779,2005-01-01,Fantasy,Based on Folk Tale/Legend/Fairytale,Digital Animation,Comedy,0,
Hotel Rwanda,2004,22520100,17500000,23519128,13002095,2004-01-01,Dramatization,Original Screenplay,Live Action,Drama,0,
Step Up 2 the Streets,2008,9040100,17500000,58017783,90569127,2008-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,98
Superbad,2007,2970100,17500000,121463226,48491916,2007-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112
Beerfest,2006,26000100,17500000,19185184,974132,2006-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Black Nativity,2013,188570100,17500000,7018188,266947,2013-01-01,Fantasy,Based on Play,Live Action,Musical,0,95
Red Lights,2011,151660100,17700000,49521,14469363,2011-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118
Bad Santa,2003,8650100,18000000,60060328,17086703,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0,93
Birdman or (The Unexpected Virtue of Ignorance),2014,205950100,18000000,42340598,60900000,2014-01-01,Fantasy,Original Screenplay,Live Action,Black Comedy,0,119
Diary of a Wimpy Kid: Rodrick Rules,2010,149800100,18000000,52698535,20996659,2010-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,1,99
Tailor of Panama,2001,32250100,18000000,13491653,14000000,2001-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,
The Family Stone,2005,8640100,18000000,60062868,32294631,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
The Fog,2005,19040100,18000000,29511112,7537414,2005-01-01,Contemporary Fiction,Remake,Live Action,Horror,0,
Observe and Report,2009,22210100,18000000,24007324,3141574,2009-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,
Neighbors,2013,195940100,18000000,150086800,120507734,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91
The Railway Man,2013,199740100,18000000,4438438,19471772,2013-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,116
Orange County,2002,13580100,18000000,41059716,2248991,2002-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,83
Life as a House,2001,29600100,18000000,15652637,8236521,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,
Getaway,2013,183700100,18000000,10501938,1312051,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,89
Midnight Special,2015,207590100,18000000,3608718,3041114,2015-01-01,Science Fiction,Original Screenplay,Live Action,Drama,0,102
Mongol,2008,45160100,18000000,5705761,21441588,2008-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,
Fame,2009,107400100,18000000,22455510,57772109,2009-01-01,Contemporary Fiction,Remake,Live Action,Musical,0,
Mean Girls,2004,5190100,18000000,86047227,44905799,2004-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
Blue Jasmine,2013,187530100,18000000,33404871,69508090,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98
Being Julia,2004,40990100,18000000,7739049,6749656,2004-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,
Under the Tuscan Sun,2003,12730100,18000000,43601508,13888516,2003-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
"I Love You, Beth Cooper",2009,30590100,18000000,14800725,1581813,2009-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,
And So It Goes,2014,205720100,18000000,15160801,2200000,2014-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,93
