,Unnamed: 0,id,original_title,adult,budget,genres,revenue,release_date,belongs_to_collection,production_countries,production_companies,runtime,year,quarter
3038,12059,7913,Rang De Basanti,False,2200000.0,"[{'id': 18, 'name': 'Drama'}]",11502151.0,2006-01-26,,"[{'iso_3166_1': 'IN', 'name': 'India'}]","[{'name': 'Flicks Motion Pictures', 'id': 2319}, {'name': 'UTV Motion Pictures', 'id': 2320}]",157.0,2006,1
3039,12060,15019,I Could Never Be Your Woman,False,24000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9576495.0,2007-05-11,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'I Could Never Ltd.', 'id': 3587}, {'name': 'Bauer Martinez Studios', 'id': 34999}]",97.0,2007,2
3040,12062,4629,December Boys,False,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",46474.0,2007-09-20,,"[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Australian Film Finance Corporation', 'id': 1380}]",105.0,2007,3
3041,12065,2252,Eastern Promises,False,51500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",55112356.0,2007-09-14,,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]","[{'name': 'BBC Films', 'id': 288}, {'name': 'Serendipity Point Films', 'id': 805}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Astral Media', 'id': 2743}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Corus Entertainment', 'id': 11550}, {'name': 'Shine Pictures', 'id': 16880}, {'name': 'Kudos Film and Television', 'id': 20244}]",100.0,2007,3
3042,12068,13072,Brooklyn Rules,False,8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",458232.0,2007-04-30,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'City Light Films', 'id': 136}]",99.0,2007,2
3043,12077,10425,The Death and Life of Bobby Z,False,22000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",413454.0,2007-07-23,,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Eclectic pictures', 'id': 8056}, {'name': 'Millennium Films', 'id': 10254}]",97.0,2007,3
3044,12080,7737,Resident Evil: Extinction,False,45000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",148412065.0,2007-09-20,"{'id': 17255, 'name': 'Resident Evil Collection', 'poster_path': '/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg', 'backdrop_path': '/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg'}","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Impact Pictures', 'id': 248}, {'name': 'Davis-Films', 'id': 342}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Resident Evil Productions', 'id': 58249}]",94.0,2007,3
3045,12082,10030,Good Luck Chuck,False,25000000.0,"[{'id': 35, 'name': 'Comedy'}]",59192128.0,2007-09-21,,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}, {'name': 'Milestone Entertainment', 'id': 95343}, {'name': 'Alberta Film Development Program of the Alberta Government', 'id': 95344}, {'name': 'Chuck Productions', 'id': 95345}]",101.0,2007,3
3046,12083,5915,Into the Wild,False,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",56255142.0,2007-09-11,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Art Linson Productions', 'id': 8769}, {'name': 'Into the Wild', 'id': 41051}]",148.0,2007,3
3047,12084,13680,The Game Plan,False,22000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",147880543.0,2007-09-28,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mayhem Pictures', 'id': 22881}, {'name': 'Monkey Dance Productions', 'id': 80510}]",110.0,2007,3
3048,12089,9038,The Heartbreak Kid,False,60000000.0,"[{'id': 35, 'name': 'Comedy'}]",127766650.0,2007-10-05,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Conundrum Entertainment', 'id': 1156}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Radar Pictures', 'id': 14718}]",116.0,2007,4
3049,12090,7211,Dan in Real Life,False,25000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",68377859.0,2007-10-26,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Jon Shestack Productions', 'id': 10991}]",98.0,2007,4
3050,12091,4538,The Darjeeling Limited,False,16000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",24377151.0,2007-09-29,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}]",91.0,2007,3
3051,12092,2001,We Own the Night,False,21000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",54926886.0,2007-05-25,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Industry Entertainment', 'id': 376}, {'name': '2929 Productions', 'id': 846}]",117.0,2007,2
3052,12093,4517,Elizabeth: The Golden Age,False,55000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",74237563.0,2007-09-09,"{'id': 100286, 'name': 'Elizabeth Collection', 'poster_path': '/2XxIeKB6g21GvPmixWyyc9ZlLnR.jpg', 'backdrop_path': '/3YiTOxGX5KZO6P3eg41P50QrRhQ.jpg'}","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]",114.0,2007,3
3053,12094,4566,Michael Clayton,False,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",92991835.0,2007-09-28,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Section Eight Productions', 'id': 14315}]",119.0,2007,3
3054,12096,6615,Lars and the Real Girl,False,12000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",11293663.0,2007-10-12,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Lars Productions', 'id': 19731}]",106.0,2007,4
3055,12097,4513,30 Days of Night,False,30000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",75505973.0,2007-10-17,"{'id': 91660, 'name': '30 Days of Night Collection', 'poster_path': '/fRAZnIegztYTPsM9eGjSUusKUYM.jpg', 'backdrop_path': '/uKN4mENg8BVeKCxwWXGCvFeUim8.jpg'}","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Ghost House Pictures', 'id': 768}, {'name': 'HorrorFlix', 'id': 24339}]",113.0,2007,4
3056,12098,5125,Rendition,False,27500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",24748670.0,2007-09-07,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'Level 1 Entertainment', 'id': 10040}, {'name': 'MID Foundation', 'id': 20666}]",120.0,2007,3
3057,12099,3877,Things We Lost in the Fire,False,16000000.0,"[{'id': 18, 'name': 'Drama'}]",2849142.0,2007-09-26,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}]",113.0,2007,3
3058,12101,4771,Gone Baby Gone,False,19000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",34619699.0,2007-10-19,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Miramax Films', 'id': 14}, {'name': 'The Ladd Company', 'id': 7965}]",113.0,2007,4
3059,12109,4512,The Assassination of Jesse James by the Coward Robert Ford,False,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",14711793.0,2007-09-02,,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jesse Films Inc.', 'id': 11252}]",160.0,2007,3
3060,12113,13197,10th & Wolf,False,8000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",143451.0,2006-02-19,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Thinkfilm', 'id': 446}]",107.0,2006,1
3061,12139,2014,Auf der anderen Seite,False,3800000.0,"[{'id': 18, 'name': 'Drama'}]",17804565.0,2007-09-27,,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]","[{'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 315}, {'name': 'Anka Film', 'id': 867}, {'name': 'Dorje Film', 'id': 1760}, {'name': 'Filmförderung Hamburg', 'id': 2406}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Norddeutscher Rundfunk (NDR)', 'id': 7201}, {'name': 'BKM', 'id': 75411}, {'name': 'Kulturelle Filmförderung Schleswig-Holstein', 'id': 75412}, {'name': 'nordmedia Fonds GmbH', 'id': 75413}]",122.0,2007,3
3062,12140,17202,Why Did I Get Married?,False,15000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",55184721.0,2007-10-12,"{'id': 143588, 'name': 'Why Did I Get Married Collection', 'poster_path': None, 'backdrop_path': None}","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Lions Gate Films', 'id': 35}]",113.0,2007,4
3063,12141,663,Saw IV,False,10000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",139352633.0,2007-10-25,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}]",93.0,2007,4
3064,12165,4982,American Gangster,False,100000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",266465037.0,2007-11-02,,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Film Rites', 'id': 8083}]",157.0,2007,4
3065,12166,5559,Bee Movie,False,150000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",287594577.0,2007-10-28,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Columbus 81 Productions', 'id': 1903}]",91.0,2007,4
3066,12168,7972,Before the Devil Knows You're Dead,False,18000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",25005257.0,2007-09-26,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Capitol Films', 'id': 826}, {'name': 'Linsefilm', 'id': 2286}, {'name': 'Unity Productions', 'id': 2287}, {'name': 'Michael Cerenzie Productions', 'id': 2288}, {'name': 'Funky Buddha Productions', 'id': 11542}]",117.0,2007,3
3067,12169,2013,Le scaphandre et le papillon,False,14000000.0,"[{'id': 18, 'name': 'Drama'}]",19777647.0,2007-05-22,,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Pathé Renn Productions', 'id': 866}, {'name': 'Banques Populaire Image 7', 'id': 1997}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'C.R.R.A.V. Nord Pas de Calais', 'id': 11433}, {'name': 'Région Nord-Pas-de-Calais', 'id': 11434}]",112.0,2007,2
3068,12170,6977,No Country for Old Men,False,25000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",171600000.0,2007-11-08,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Paramount Vantage', 'id': 838}, {'name': 'Mike Zoss Productions', 'id': 2092}]",122.0,2007,4
3069,12173,10520,Itty Bitty Titty Committee,False,1000000.0,"[{'id': 35, 'name': 'Comedy'}]",18479.0,2007-02-09,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",[],87.0,2007,1
3070,12177,5123,August Rush,False,25000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",66122026.0,2007-11-21,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'CJ Entertainment', 'id': 7036}, {'name': 'Southpaw Entertainment', 'id': 30131}]",114.0,2007,4
3071,12183,43987,예의없는 것들,False,3.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",4.0,2006-08-24,,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]","[{'name': 'Tube Pictures', 'id': 3520}]",113.0,2006,3
3072,12185,4515,Lions for Lambs,False,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",63215872.0,2007-10-22,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'United Artists', 'id': 60}, {'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Brat Na Pont Productions', 'id': 21911}]",92.0,2007,4
3073,12186,5375,Fred Claus,False,100000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",97838349.0,2007-11-03,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jessie Nelson Productions', 'id': 53061}, {'name': 'David Dobkin Productions', 'id': 53062}]",116.0,2007,4
3074,12187,2310,Beowulf,False,70000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",195735876.0,2007-11-05,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Shangri-La Entertainment', 'id': 2265}, {'name': 'ImageMovers', 'id': 11395}, {'name': 'Paramount Animation', 'id': 24955}]",115.0,2007,4
3075,12189,6639,Love in the Time of Cholera,False,45000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4607608.0,2007-10-04,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Grosvenor Park Media Ltd.', 'id': 2053}]",139.0,2007,4
3076,12190,4723,Southland Tales,False,17000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",374743.0,2006-05-15,,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Destination Films', 'id': 769}, {'name': 'Persistent Entertainment', 'id': 810}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'MHF Zweite Academy Film', 'id': 8848}, {'name': 'Inferno Distribution', 'id': 11278}, {'name': 'Darko Entertainment', 'id': 12622}, {'name': 'Eden Roc Productions', 'id': 87783}, {'name': 'Cherry Road Films', 'id': 95289}, {'name': 'Academy Film', 'id': 95290}]",144.0,2006,2
3077,12204,20714,12,False,4000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7537453.0,2007-06-06,,"[{'iso_3166_1': 'RU', 'name': 'Russia'}]","[{'name': 'Mosfilm', 'id': 5120}, {'name': 'venezia 64', 'id': 5847}]",159.0,2007,2
3078,12209,5876,The Mist,False,18000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",57096190.0,2007-11-21,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Dimension Films', 'id': 7405}]",126.0,2007,4
3079,12210,4523,Enchanted,False,85000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",340487652.0,2007-11-20,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'Andalasia Productions', 'id': 8908}, {'name': 'Right Coast Productions', 'id': 8909}]",107.0,2007,4
3080,12211,1620,Hitman,False,24000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",99965753.0,2007-11-21,"{'id': 390096, 'name': 'Hitman Collection', 'poster_path': '/3wYKmCgRmpHQsJAbfGM0axs3gos.jpg', 'backdrop_path': '/weBIyv0mOydPd0GYJl9iDR3RscM.jpg'}","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Anka Film', 'id': 867}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Daybreak Productions', 'id': 11746}, {'name': 'Prime Universe Productions', 'id': 11747}]",89.0,2007,4
3081,12213,13474,P2,False,8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7766240.0,2007-11-09,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Summit Entertainment', 'id': 491}]",98.0,2007,4
3082,12214,8079,Om Shanti Om,False,9100000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",37707444.0,2007-11-07,,"[{'iso_3166_1': 'IN', 'name': 'India'}]","[{'name': 'Red Chillies Entertainment', 'id': 2343}]",170.0,2007,4
3083,12215,13483,Awake,False,86000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",14373825.0,2007-11-28,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Open City Films', 'id': 547}, {'name': 'GreeneStreet Films', 'id': 2152}]",84.0,2007,4
3084,12216,2268,The Golden Compass,False,180000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",372234864.0,2007-12-04,,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Scholastic Productions', 'id': 1938}]",113.0,2007,4
3085,12217,6479,I Am Legend,False,150000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",585349010.0,2007-12-14,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Overbrook Entertainment', 'id': 12485}]",101.0,2007,4
3086,12218,6477,Alvin and the Chipmunks,False,60000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",361366633.0,2007-12-13,"{'id': 167613, 'name': 'Alvin and the Chipmunks Collection', 'poster_path': '/fLvRQcuk5ZFKnDvUC553XK3OnPC.jpg', 'backdrop_path': '/qI483yHct3PBtIiOH3K3SVNUDq5.jpg'}","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Bagdasarian Productions', 'id': 10930}]",92.0,2007,4
3087,12222,3902,I'm Not There.,False,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",4001121.0,2007-10-01,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Rising Star', 'id': 1208}, {'name': 'Killer Films', 'id': 1422}, {'name': 'John Wells Productions', 'id': 1512}, {'name': 'Dreamachine', 'id': 2506}, {'name': 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'id': 7416}, {'name': 'Grey Water Park Productions', 'id': 14737}, {'name': 'John Goldwyn Productions', 'id': 17594}, {'name': 'Wells Productions', 'id': 72153}]",135.0,2007,4
3088,12230,7326,Juno,False,7500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",231411584.0,2007-12-05,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Mandate Pictures', 'id': 771}]",96.0,2007,4
3089,12234,1989,My Blueberry Nights,False,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21786738.0,2007-05-16,,"[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]","[{'name': 'Block 2 Pictures', 'id': 539}, {'name': 'Jet Tone Production', 'id': 540}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Lou Yi Inc.', 'id': 839}]",111.0,2007,2
3090,12244,11600,Redacted,False,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",782102.0,2007-01-01,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'HDNet Films', 'id': 3097}, {'name': 'The Film Farm', 'id': 22884}]",90.0,2007,1
3091,12248,46902,The Treatment,False,900000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",82701.0,2006-04-08,,[],[],86.0,2006,2
3092,12252,25784,Vượt Sóng,False,1300000.0,"[{'id': 18, 'name': 'Drama'}]",639000.0,2006-02-22,,[],[],135.0,2006,1
3093,12254,7350,The Bucket List,False,45000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",175372502.0,2007-12-25,,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'name': 'Two Ton Films', 'id': 17049}, {'name': 'Zadan / Meron Productions', 'id': 70994}, {'name': 'Reiner / Greisman Productions', 'id': 86256}]",97.0,2007,4
