,company,movie
41477,11924,248507
41478,15893,248507
41479,22123,248507
41480,23081,248507
41481,23441,248507
41482,33956,248507
41483,49763,127847
41484,19491,204765
41485,23291,204765
41486,24463,204765
41487,9,183836
41488,11068,220286
41489,16742,220286
41490,14465,294709
41491,8411,172913
41492,14580,225565
41493,3356,158908
41494,3766,158908
41495,13238,158908
41496,19761,158908
41497,20313,158908
41498,41640,158908
41499,4,157336
41500,923,157336
41501,6194,157336
41502,9996,157336
41503,13769,157336
41504,3431,159937
41505,608,179146
41506,34143,179146
41507,14600,24417
41508,14601,24417
41509,14602,24417
41510,1713,67657
41511,94778,77133
41512,11073,254065
41513,11114,254065
41514,13665,153652
41515,20259,153652
41516,12088,21580
41517,12088,32930
41518,21203,32930
41519,14,19325
41520,3202,19325
41521,441,133715
41522,4022,192102
41523,6896,192102
41524,7295,192102
41525,22947,192102
41526,22948,192102
41527,22949,192102
41528,1249,111481
41529,17298,111481
41530,5113,205724
41531,24513,205724
41532,25953,205724
41533,38506,205724
41534,38507,205724
41535,694,225574
41536,1885,225574
41537,3823,225574
41538,5358,225574
41539,20664,225574
41540,22123,225574
41541,26387,225574
41542,163,158914
41543,9210,158914
41544,9987,158914
41545,13854,158914
41546,46875,18224
41547,10077,85444
41548,10132,85444
41549,10133,85444
41550,27901,95243
41551,3546,24756
41552,443,159095
41553,9349,159095
41554,20664,159095
41555,7584,199818
41556,34445,199818
41557,9350,158907
41558,13369,158907
41559,10198,198375
41560,2918,83214
41561,3033,83214
41562,7549,83214
41563,10921,83214
41564,87875,83214
41565,87876,83214
41566,12950,48263
41567,6194,100632
41568,6,156415
41569,68386,266373
41570,4081,22259
41571,4082,22259
41572,4083,22259
41573,1360,52817
41574,4784,10574
41575,8411,90517
41576,881,201414
41577,923,53182
41578,2994,53182
41579,2995,53182
41580,6194,53182
41581,7636,53182
41582,78685,53182
41583,10096,108668
41584,18201,88583
41585,3214,51581
41586,75224,51581
41587,4229,23527
41588,11671,23527
41589,31775,202141
41590,31776,202141
41591,12982,55398
41592,8411,121074
41593,8411,121695
41594,8411,41552
41595,5381,49001
41596,25431,257155
41597,67851,87017
41598,88840,87017
41599,18609,204349
41600,18610,204349
41601,19177,242076
41602,20658,242076
41603,20659,242076
41604,4784,47459
41605,12731,47459
41606,12732,47459
41607,2320,168245
41608,521,47626
41609,10537,37316
41610,10479,248774
41611,34455,248774
41612,34456,248774
41613,41077,248774
41614,5124,175291
41615,7787,175291
41616,21290,121015
41617,62620,121015
41618,1802,121113
41619,76,196024
41620,18903,191566
41621,5615,222671
41622,18757,222671
41623,30792,222671
41624,11589,128246
41625,11592,128246
41626,850,21788
41627,1115,21788
41628,1992,21788
41629,2203,21788
41630,5358,21788
41631,6586,21788
41632,8210,21788
41633,11199,21788
41634,11920,21788
41635,11921,21788
41636,15892,21788
41637,20339,21788
41638,31374,21788
41639,2674,241968
41640,5358,241968
41641,24017,241968
41642,6667,256731
41643,21817,256731
41644,80024,256731
41645,80026,256731
41646,4641,45384
41647,6755,45384
41648,9177,45384
41649,4928,43135
41650,3092,20626
41651,7827,20626
41652,13134,167983
41653,2429,73624
41654,13969,73624
41655,1445,79194
41656,10391,79194
41657,10500,79194
41658,10501,79194
41659,955,200145
41660,5069,200145
41661,70591,184578
41662,7448,148044
41663,6,120509
41664,1345,3162
41665,4792,24775
41666,6584,24775
41667,11061,24775
41668,11062,24775
41669,2100,20695
41670,3819,20695
41671,3820,20695
41672,3821,20695
41673,3822,20695
41674,520,82703
41675,521,82703
41676,73951,82703
41677,73952,82703
41678,698,97370
41679,2452,97370
41680,7493,97370
41681,8073,97370
41682,8087,97370
41683,8092,97370
41684,9349,97370
41685,12075,97370
41686,27543,97370
41687,41077,97370
41688,27,136797
41689,7294,136797
41690,8403,136797
41691,9195,136797
41692,34890,136797
41693,76043,136797
41694,60250,242042
41695,23120,118769
41696,6194,177494
41697,13034,177494
41698,19019,177494
41699,19378,177494
41700,38656,177494
41701,95406,177494
41702,9,68827
41703,14145,182827
41704,200,8064
41705,12622,209403
41706,25975,209403
41707,7483,235260
41708,23920,235260
41709,5861,238972
41710,7483,116894
41711,35459,116894
41712,8411,145995
41713,7286,68713
41714,12986,144728
41715,12986,144724
41716,6224,47771
41717,13465,96920
41718,15406,96920
41719,93771,96920
41720,11424,115821
41721,3299,58767
41722,4792,58767
41723,29097,58767
41724,5591,62156
41725,10031,62156
41726,13969,62156
41727,53105,62156
41728,13969,228202
41729,13969,203217
41730,53105,203217
41731,54386,203217
41732,75999,203217
41733,93180,203217
41734,7035,54597
41735,8962,184323
41736,8411,39853
41737,20687,209355
41738,4673,134350
41739,17228,134350
41740,28045,134350
41741,44805,134350
41742,44806,134350
41743,2674,236737
41744,4601,236737
41745,13287,236737
41746,4,118915
41747,3266,118915
41748,1009,116760
41749,364,39293
41750,8411,39293
41751,856,157690
41752,1666,157690
41753,2927,157690
41754,3,72962
41755,1848,186971
41756,54874,214250
41757,612,86133
41758,60,46460
41759,6077,46460
41760,40432,31950
41761,966,164184
41762,2605,164184
41763,6194,160162
41764,8411,4111
41765,4,85620
41766,1379,85620
41767,12109,85620
41768,3116,192577
41769,7025,394403
41770,10947,394403
41771,77429,394403
41772,306,26286
41773,10463,45007
41774,23896,45007
41775,2159,22592
41776,5127,31214
41777,5128,31214
41778,8411,109891
41779,55455,80992
41780,819,248390
41781,1115,248390
41782,2908,248390
41783,3794,248390
41784,3408,39211
41785,3155,16167
41786,29489,47194
41787,29490,47194
41788,29491,47194
41789,420,100402
41790,254,168399
41791,5240,168399
41792,17317,168399
41793,17513,168399
41794,25538,168399
41795,25539,168399
41796,33398,114172
41797,3307,180420
41798,322,209276
41799,4186,209276
41800,9349,209276
41801,9987,209276
41802,6681,128113
41803,3964,119685
41804,12460,119685
41805,12461,119685
41806,17169,226247
41807,17170,226247
41808,4,86834
41809,508,86834
41810,7503,86834
41811,10256,86834
41812,10427,227783
41813,20788,227783
41814,20789,227783
41815,20790,227783
41816,4288,257346
41817,82346,257346
41818,9,204668
41819,1115,204668
41820,1666,204668
41821,7286,204668
41822,11261,204668
41823,11620,204668
41824,12392,204668
41825,12689,204668
41826,18367,204668
41827,34774,204668
41828,83,214418
41829,4243,214418
41830,5125,214418
41831,5358,214418
41832,7764,214418
41833,10954,214418
41834,21972,214418
41835,34414,214418
41836,67717,214418
41837,67718,214418
41838,67719,214418
41839,67720,214418
41840,67721,214418
41841,67722,214418
41842,67723,214418
41843,67724,214418
41844,58658,203715
41845,20537,256628
41846,20538,256628
41847,20539,256628
41848,61007,19501
41849,16887,110381
41850,10522,38080
41851,9,56415
41852,83,56415
41853,2490,56415
41854,7272,215031
41855,36686,191104
41856,1704,42216
41857,11333,42216
41858,35140,42216
41859,6175,29290
41860,6176,29290
41861,8411,29290
41862,3245,4112
41863,82020,173455
41864,82021,173455
41865,35798,102855
41866,35799,102855
41867,35800,102855
41868,35801,102855
41869,7407,63143
41870,82669,373745
41871,1062,12685
41872,14665,112731
41873,306,42551
41874,33,1732
41875,8411,142159
41876,8900,5494
41877,16850,5494
41878,19259,5494
41879,309,70993
41880,311,70993
41881,7557,70993
41882,18367,70993
41883,25818,70993
41884,93403,70993
41885,93404,70993
41886,3061,99119
41887,1062,17456
41888,1048,68123
41889,1787,68123
41890,5008,65674
41891,13947,65674
41892,33,95752
41893,1138,95752
41894,75889,94664
41895,9,253239
41896,201,253239
41897,37974,253239
41898,47325,253239
41899,1666,31329
41900,7089,31329
41901,16782,125395
41902,3477,53168
41903,6018,155084
41904,7405,155084
41905,7437,155084
41906,7625,155084
41907,20671,155084
41908,26470,155084
41909,10254,188207
41910,32,145220
41911,6421,145220
41912,3268,36861
41913,5466,36861
41914,6964,111250
41915,21256,111250
41916,21257,111250
41917,328,40172
41918,12458,40172
41919,288,192134
41920,8719,192134
41921,11561,192134
41922,19404,192134
41923,309,186997
41924,311,186997
41925,851,186997
41926,6111,186997
41927,11246,186997
41928,17084,186997
41929,17298,186997
41930,26255,186997
41931,4056,218931
41932,4898,218931
41933,10287,218931
41934,55960,89237
41935,6246,119360
41936,20783,119360
41937,21246,119360
41938,29223,119360
41939,684,215743
41940,13247,64527
41941,856,190955
41942,2490,190955
41943,2612,190955
41944,2908,190955
41945,5358,190955
41946,7454,190955
41947,9015,190955
41948,10611,190955
41949,11261,190955
41950,16804,190955
41951,19690,190955
41952,32242,190955
41953,33928,190955
41954,34774,190955
41955,34780,190955
41956,34782,190955
41957,197,208277
41958,4606,208277
41959,14253,256561
41960,42004,9753
41961,1728,199463
41962,7197,213386
41963,12175,213386
41964,4,38655
41965,3468,38655
41966,5408,34079
41967,8676,252607
41968,8906,252607
41969,23703,110112
41970,16947,138222
41971,1432,60438
41972,16466,224040
41973,10255,146955
41974,21621,174675
41975,76144,94344
41976,76145,94344
41977,10878,29854
41978,11275,29854
41979,3635,256474
41980,5860,256474
41981,12410,256474
41982,21655,256474
41983,21656,256474
41984,24510,256474
41985,24511,256474
41986,24513,256474
41987,24514,256474
41988,24517,256474
41989,13790,80973
41990,13318,170689
41991,13319,170689
41992,13320,170689
41993,9266,34459
41994,17778,34459
41995,27188,183433
41996,27189,183433
41997,81993,180960
41998,6194,56533
41999,13943,56533
42000,3647,38626
42001,3324,96769
42002,21620,96769
42003,82234,95177
42004,82235,95177
42005,1314,193612
42006,11448,193612
42007,20791,193612
42008,491,200505
42009,1632,200505
42010,417,52762
42011,2818,52762
42012,11840,52762
42013,70890,52762
42014,19761,94887
42015,321,191294
42016,17513,191294
42017,6665,131916
42018,3381,40715
42019,6194,40715
42020,5120,264482
42021,12141,180299
42022,12142,180299
42023,4748,158091
42024,58661,158091
42025,4867,40740
42026,12950,48591
42027,6470,46667
42028,14148,90590
42029,9315,77528
42030,13479,39214
42031,21,35057
42032,28221,67633
42033,5,102382
42034,19551,102382
42035,31828,102382
42036,53462,102382
42037,64974,127495
42038,4597,26831
42039,8411,42711
42040,13768,42711
42041,429,251519
42042,2785,251519
42043,2786,251519
42044,4811,251519
42045,9993,251519
42046,6175,74241
42047,9255,74241
42048,16790,74241
42049,4867,47628
42050,8469,185602
42051,8858,185602
42052,1266,157832
42053,5267,157832
42054,7308,157832
42055,9987,157832
42056,1224,157547
42057,3172,157547
42058,7295,157547
42059,10339,157547
42060,24510,157547
42061,306,24006
42062,8411,45588
42063,8411,94248
42064,33991,94248
42065,33992,94248
42066,4593,71990
42067,6427,249660
42068,8411,156320
42069,26590,244509
42070,28360,244509
42071,28361,244509
42072,36956,244509
42073,14276,62661
42074,8411,268875
42075,1978,50767
42076,8411,161297
42077,2936,30844
42078,104,197796
42079,264,197796
42080,616,197796
42081,3823,197796
42082,5076,197796
42083,7981,197796
42084,19233,197796
42085,22123,197796
42086,23616,197796
42087,882,61492
42088,3341,61492
42089,6452,61492
42090,31059,61492
42091,6639,179538
42092,6916,179538
42093,8521,179538
42094,9335,179538
42095,10015,179538
42096,10137,179538
42097,441,172340
42098,4377,25388
42099,11985,25388
42100,9383,172385
42101,11749,172385
42102,1435,262481
42103,27523,262481
42104,5746,196027
42105,24133,226448
42106,44570,226448
42107,4436,214314
42108,82407,32005
42109,6194,60908
42110,8411,119926
42111,14035,119926
42112,20993,214030
42113,1088,157353
42114,9996,157353
42115,10289,157353
42116,13403,157353
42117,441,153641
42118,8213,77333
42119,3960,167575
42120,4592,167575
42121,1314,59726
42122,1899,59726
42123,7310,59726
42124,10393,59726
42125,18078,59726
42126,23460,59726
42127,23936,59726
42128,23937,59726
42129,559,236751
42130,3287,236751
42131,16314,236751
42132,80115,42697
42133,3245,166621
42134,6853,25951
42135,306,193610
42136,75017,193610
42137,7625,184345
42138,10427,184345
42139,89036,242203
42140,2,12242
42141,5391,12242
42142,29070,12242
42143,8411,113743
42144,2137,209350
42145,9349,209350
42146,39509,209350
42147,8411,139799
42148,95666,215656
42149,15682,203739
42150,90892,203739
42151,40477,127016
42152,40478,127016
42153,336,199341
42154,836,199341
42155,5533,123961
42156,55808,95556
42157,7188,221737
42158,5358,254473
42159,6896,254473
42160,23616,254473
42161,32999,254473
42162,9015,152792
42163,6194,112083
42164,8411,89547
42165,8411,43857
42166,8411,80918
42167,8411,130398
42168,4,54752
42169,49847,85564
42170,36359,95555
42171,24949,89584
42172,58719,89584
42173,13185,168742
42174,28003,145247
42175,28004,145247
42176,28005,145247
42177,42620,145247
42178,7437,210479
42179,28473,210479
42180,41077,210479
42181,881,159403
42182,3768,126442
42183,20853,126442
42184,22823,126442
42185,60601,126442
42186,8692,242310
42187,22347,242310
42188,22348,242310
42189,24972,242310
42190,6,43901
42191,6,180624
42192,4995,44323
42193,8943,211059
42194,11237,211059
42195,32545,211059
42196,86915,293444
42197,248,76649
42198,559,76649
42199,4253,76649
42200,7263,76649
42201,12162,76649
42202,1115,44269
42203,2756,44269
42204,7396,44269
42205,8512,225564
42206,11199,225564
42207,1311,226269
42208,1371,192813
42209,3094,22701
42210,73766,22701
42211,6194,119593
42212,6504,51848
42213,21608,197919
42214,21609,197919
42215,6194,120837
42216,4,44721
42217,10211,44721
42218,14111,44721
42219,8411,42472
42220,7333,71721
42221,7931,71721
42222,17624,71721
42223,33,195589
42224,16615,195589
42225,17393,195589
42226,5351,33091
42227,1397,46845
42228,11981,46845
42229,20771,49588
42230,1728,54919
42231,64927,195841
42232,84230,195841
42233,7571,227425
42234,21234,227425
42235,1632,258096
42236,21234,258096
42237,3546,216541
42238,5860,216541
42239,6633,216541
42240,21441,216541
42241,21442,216541
42242,9266,49158
42243,47821,49158
42244,47822,49158
42245,6454,191720
42246,7787,191720
42247,14664,191720
42248,3835,259879
42249,14637,174316
42250,26072,174316
42251,3214,52531
42252,2268,205601
42253,5654,205601
42254,7281,205601
42255,19404,205601
42256,25954,205601
42257,770,152599
42258,9015,152599
42259,2320,19703
42260,5080,30648
42261,5081,30648
42262,2236,262338
42263,10254,262338
42264,12139,262338
42265,17513,262338
42266,18230,262338
42267,1432,53144
42268,33,38980
42269,1928,82529
42270,8100,82529
42271,19673,82529
42272,53874,94478
42273,6,26166
42274,1422,139519
42275,21622,139519
42276,21623,139519
42277,863,186935
42278,864,186935
42279,2345,186935
42280,5125,186935
42281,9980,186935
42282,11237,186935
42283,14547,186935
42284,17298,186935
42285,22621,186935
42286,22622,186935
42287,22623,186935
42288,22624,186935
42289,22625,186935
42290,22626,186935
42291,22627,186935
42292,22628,186935
42293,22629,186935
42294,8411,48949
42295,551,16931
42296,3235,16931
42297,6434,16931
42298,8411,16931
42299,3094,38281
42300,4053,44263
42301,49976,44263
42302,49977,44263
42303,559,252680
42304,3291,252680
42305,6427,252680
42306,10156,252680
42307,80078,252680
42308,22036,105945
42309,22037,105945
42310,11999,128237
42311,16813,128237
42312,52436,128237
42313,76348,197562
42314,2277,10244
42315,7575,55589
42316,5153,195522
42317,14567,195522
42318,881,54281
42319,9266,199715
42320,33,240832
42321,3823,240832
42322,5358,240832
42323,6896,240832
42324,23616,240832
42325,306,127585
42326,431,127585
42327,7505,127585
42328,9168,127585
42329,22213,127585
42330,37336,127585
42331,76043,127585
42332,882,124905
42333,923,124905
42334,6194,124905
42335,10256,124905
42336,41624,124905
42337,8411,179818
42338,10617,90617
42339,15160,74505
42340,16310,74505
42341,126,187596
42342,737,187596
42343,7263,187596
42344,17038,222724
42345,3324,223971
42346,1976,188166
42347,2772,188166
42348,22700,188166
42349,28360,188166
42350,8924,192132
42351,20670,192132
42352,3019,212231
42353,5218,212231
42354,16042,212231
42355,76348,42092
42356,503,41781
42357,1524,41781
42358,2239,41781
42359,5358,41781
42360,37665,215407
42361,37666,215407
42362,1613,4269
42363,3214,54280
42364,882,54284
42365,3038,54284
42366,22135,59981
42367,48471,59981
42368,6901,212778
42369,7297,212778
42370,86708,212778
42371,5996,209091
42372,7429,41847
42373,306,1840
42374,2489,49634
42375,10621,49634
42376,20091,49634
42377,20449,267795
42378,28523,267795
42379,30115,267795
42380,30116,267795
42381,51866,267795
42382,17072,69780
42383,17073,69780
42384,5240,89670
42385,20876,89670
42386,882,120852
42387,882,54306
42388,3038,54306
42389,33,40721
42390,13700,96912
42391,19433,96912
42392,14531,205225
42393,882,54307
42394,3038,54307
42395,6639,253251
42396,8530,253251
42397,17727,253251
42398,49389,253251
42399,6194,179085
42400,81,113833
42401,3172,113833
42402,7429,113833
42403,19328,113833
42404,24245,113833
42405,3862,91471
42406,15980,91471
42407,18742,91471
42408,20038,238006
42409,806,210947
42410,5561,210947
42411,7625,210947
42412,8924,158936
42413,10345,138544
42414,16286,214990
42415,16287,214990
42416,31343,95551
42417,599,121890
42418,4376,121890
42419,6194,121890
42420,288,260202
42421,6196,260202
42422,7364,260202
42423,33473,260202
42424,46339,260202
42425,288,260339
42426,6196,260339
42427,7364,260339
42428,1360,171795
42429,18630,171795
42430,1341,49514
42431,6377,49514
42432,2608,232672
42433,4194,232672
42434,6194,232672
42435,20788,232672
42436,1785,198277
42437,10105,198277
42438,11448,198277
42439,14319,198277
42440,42349,253270
42441,54602,253270
42442,27863,276122
42443,3991,56171
42444,7662,166822
42445,7787,166822
42446,441,75950
42447,20186,75950
42448,10492,462788
42449,6530,204784
42450,11073,204784
42451,21482,169853
42452,30706,169853
42453,4985,147726
42454,5,65603
42455,10318,65603
42456,4376,47901
42457,41810,47901
42458,2,102651
42459,3036,102651
42460,16314,102651
42461,694,192149
42462,10163,192149
42463,6363,254474
42464,35849,254474
42465,6194,148021
42466,31700,148021
42467,4836,5421
42468,6082,5421
42469,2688,268823
42470,23027,268823
42471,16647,194722
42472,16649,194722
42473,441,92269
42474,53785,92269
42475,364,77925
42476,3505,77925
42477,60952,77925
42478,1876,5157
42479,6194,118283
42480,6194,176670
42481,6194,46615
42482,6194,32929
42483,1328,133827
42484,1413,133827
42485,9185,133827
42486,10785,133827
42487,10786,133827
42488,10339,258893
42489,20734,258893
42490,6454,137698
42491,87696,137698
42492,2902,209249
42493,12689,209249
42494,29060,209249
42495,29061,209249
42496,3282,99312
42497,3693,99312
42498,31060,99312
42499,2531,188161
42500,8789,188161
42501,27451,188161
42502,31470,188161
42503,306,109133
42504,4141,109133
42505,1578,42200
42506,21505,42200
42507,7432,31185
42508,7433,31185
42509,79,137113
42510,6194,137113
42511,6687,137113
42512,12200,137113
42513,36390,137113
42514,41624,137113
42515,8342,228339
42516,581,262391
42517,4,185949
42518,85910,173192
42519,441,60643
42520,7217,203819
42521,4,177677
42522,6277,177677
42523,11413,177677
42524,11461,177677
42525,21777,177677
42526,69484,177677
42527,69485,177677
42528,6677,106938
42529,11713,106938
42530,16486,106938
42531,17685,106938
42532,3863,20880
42533,5850,64923
42534,18708,64923
42535,8411,75130
42536,2,198185
42537,19999,174323
42538,20000,174323
42539,20001,174323
42540,4856,39567
42541,6317,39567
42542,84065,39567
42543,2292,173908
42544,34786,173908
42545,34787,173908
42546,34788,173908
42547,6531,159012
42548,6715,159012
42549,20659,159012
42550,22112,159012
42551,8250,248376
42552,16927,248376
42553,17820,248376
42554,25619,248376
42555,12622,192133
42556,37816,192133
42557,39004,192133
42558,16058,62876
42559,16059,62876
42560,461,54544
42561,1666,54544
42562,1667,54544
42563,5358,54544
42564,6975,54544
42565,15671,54544
42566,18367,54544
42567,51277,181753
42568,2262,255268
42569,20807,255268
42570,20149,256118
42571,20150,256118
42572,8411,91245
42573,5912,207021
42574,5,120653
42575,829,82657
42576,2617,82657
42577,4777,82657
42578,5490,82657
42579,15799,185471
42580,15800,185471
42581,8411,42886
42582,441,46941
42583,6174,46941
42584,47281,160008
42585,18088,234154
42586,12950,175339
42587,32652,220494
42588,72811,220494
42589,11496,163376
42590,21628,248212
42591,34312,248212
42592,34313,248212
42593,34314,248212
42594,19776,248688
42595,21722,248688
42596,23567,248688
42597,23568,248688
42598,23569,248688
42599,29564,248688
42600,90464,248688
42601,90465,248688
42602,8411,217948
42603,8411,4926
42604,14828,4926
42605,711,222935
42606,12292,222935
42607,22213,222935
42608,7828,209185
42609,33137,209185
42610,12142,174682
42611,24086,174682
42612,24087,174682
42613,24088,174682
42614,43,175541
42615,85720,175541
42616,23688,220820
42617,25635,220820
42618,15488,105875
42619,2613,140870
42620,3984,140870
42621,16868,140870
42622,22071,140870
42623,67715,140870
42624,3490,94671
42625,11005,94671
42626,11006,94671
42627,2258,40485
42628,61259,93057
42629,3458,106042
42630,6125,82881
42631,10324,61221
42632,10330,44631
42633,8411,43808
42634,6,104556
42635,2076,131366
42636,70277,131366
42637,6194,50379
42638,5358,110428
42639,6916,110428
42640,7184,110428
42641,11433,110428
42642,78987,110428
42643,1393,100271
42644,2073,100271
42645,9068,100271
42646,12657,100271
42647,1905,157851
42648,2844,157851
42649,8997,157851
42650,23514,157851
42651,2254,1731
42652,2865,1731
42653,19107,1731
42654,27897,1731
42655,854,15942
42656,1075,15942
42657,2525,15942
42658,5358,15942
42659,851,78463
42660,10746,78463
42661,8411,68247
42662,17671,41415
42663,17672,41415
42664,12849,201066
42665,23398,201066
42666,50834,218425
42667,50835,218425
42668,50838,218425
42669,9018,93837
42670,11448,93837
42671,61240,93837
42672,61241,93837
42673,61242,93837
42674,694,227700
42675,6538,227700
42676,11565,227700
42677,23513,227700
42678,63808,227700
42679,88606,227700
42680,10425,228028
42681,6519,126676
42682,1311,114574
42683,5,187017
42684,333,187017
42685,2531,187017
42686,8411,187017
42687,9194,187017
42688,34034,187017
42689,34035,187017
42690,34036,187017
42691,18156,244088
42692,50915,244088
42693,5,156022
42694,79,156022
42695,1423,156022
42696,2767,156022
42697,34034,156022
42698,41096,156022
42699,521,82702
42700,20154,82702
42701,38766,228915
42702,38767,228915
42703,38298,102272
42704,255,38195
42705,9015,194662
42706,10104,194662
42707,22213,194662
42708,47169,194662
42709,52660,194662
42710,2875,48573
42711,6538,48573
42712,8118,48573
42713,16268,48573
42714,8906,112160
42715,9011,112160
42716,4928,275573
42717,36989,275573
42718,1314,38962
42719,306,240594
42720,4,78355
42721,33,84796
42722,45509,84796
42723,2695,87368
42724,5358,87368
42725,6111,87368
42726,6301,87368
42727,6916,87368
42728,11248,87368
42729,18367,87368
42730,20345,87368
42731,20346,87368
42732,20347,87368
42733,20348,87368
42734,20349,87368
42735,20351,87368
42736,21569,209780
42737,25179,209780
42738,12142,159770
42739,72063,159770
42740,4630,119575
42741,60,172475
42742,3270,86283
42743,5186,86283
42744,5598,86283
42745,17526,86283
42746,22046,86283
42747,6194,28497
42748,16064,28497
42749,21193,21974
42750,21194,21974
42751,87514,146521
42752,8411,91722
42753,6730,28006
42754,11029,146243
42755,24428,146243
42756,73666,146243
42757,15886,250577
42758,19448,250577
42759,63267,250577
42760,19999,159701
42761,1314,26480
42762,5798,26480
42763,20966,259943
42764,307,85350
42765,11510,85350
42766,19850,253279
42767,19851,253279
42768,3792,256593
42769,10890,133558
42770,13313,133558
42771,13689,86297
42772,49968,184098
42773,306,43868
42774,2248,31880
42775,3169,31880
42776,3478,31880
42777,18665,31880
42778,18667,31880
42779,18668,31880
42780,6194,209451
42781,18378,77444
42782,44100,77444
42783,44101,77444
42784,1314,58733
42785,3221,139575
42786,3376,139575
42787,7937,139575
42788,14091,44769
42789,6735,250658
42790,15722,250658
42791,17444,250658
42792,43313,250658
42793,6068,262390
42794,3070,110823
42795,12111,110823
42796,659,151431
42797,6,84364
42798,459,140825
42799,1398,140825
42800,4,91314
42801,56,91314
42802,435,91314
42803,2481,91314
42804,11413,91314
42805,22826,91314
42806,38833,91314
42807,76043,91314
42808,88966,215042
42809,15980,242102
42810,73429,242102
42811,1957,74629
42812,3268,74629
42813,78463,74629
42814,1426,50761
42815,306,72473
42816,53894,204968
42817,9266,66762
42818,34994,206192
42819,4006,89187
42820,3353,171372
42821,9349,171372
42822,26820,171372
42823,2783,133411
42824,3588,13167
42825,16906,176403
42826,29687,176403
42827,29688,176403
42828,4205,70706
42829,55106,70706
42830,288,43741
42831,5645,43741
42832,7429,43741
42833,4805,64976
42834,11480,64976
42835,17778,64976
42836,35021,80653
42837,1632,180296
42838,2683,186988
42839,5096,186988
42840,8411,212899
42841,2,218836
42842,5391,218836
42843,18713,218836
42844,22135,218836
42845,3167,100088
42846,18058,100088
42847,18059,100088
42848,10519,127091
42849,16352,127091
42850,16353,127091
42851,8031,174319
42852,2341,79255
42853,11279,79255
42854,21446,79255
42855,26361,79255
42856,7669,72951
42857,7670,72951
42858,288,262340
42859,32182,262340
42860,32183,262340
42861,16593,118887
42862,21290,118887
42863,10330,43387
42864,12,226486
42865,4740,226486
42866,16798,139406
42867,3153,64246
42868,2806,242224
42869,7584,242224
42870,21181,242224
42871,32301,242224
42872,4804,28440
42873,92912,28440
42874,92913,28440
42875,441,29126
42876,5284,99647
42877,60718,99647
42878,6194,114838
42879,17173,267999
42880,20692,267999
42881,41706,267999
42882,2266,244786
42883,3172,244786
42884,32157,244786
42885,306,210577
42886,508,210577
42887,10104,210577
42888,15829,210577
42889,22213,210577
42890,60682,210577
42891,7741,152790
42892,24510,152790
42893,34381,152790
42894,34385,152790
42895,8083,250766
42896,13042,250766
42897,29605,250766
42898,42263,88059
42899,86863,88059
42900,19146,159090
42901,22811,257974
42902,39708,257974
42903,73400,257974
42904,73322,184866
42905,23156,104528
42906,49105,252200
42907,71158,121401
42908,12740,86640
42909,13057,86640
42910,851,49104
42911,18367,49104
42912,46234,49104
42913,290,119450
42914,7076,119450
42915,22213,119450
42916,2343,41517
42917,22800,258750
42918,82,108574
42919,6849,108574
42920,33078,108574
42921,61617,108574
42922,50989,335340
42923,4594,26823
42924,59811,250700
42925,7396,123109
42926,10339,123109
42927,22305,123109
42928,22306,123109
42929,60,129974
42930,10580,129974
42931,20612,169298
42932,20613,169298
42933,33,128437
42934,7254,211052
42935,19246,211052
42936,25226,211052
42937,6194,109716
42938,8599,29058
42939,76329,29058
42940,388,80264
42941,441,80264
42942,20982,84801
42943,8772,32143
42944,306,43499
42945,130,184346
42946,3287,184346
42947,34034,184346
42948,24906,224076
42949,24907,224076
42950,2756,265349
42951,6427,209920
42952,97,253235
42953,31832,253235
42954,32245,253235
42955,18178,227877
42956,5870,44588
42957,7839,44588
42958,4923,40222
42959,16636,40222
42960,26957,206574
42961,19250,262267
42962,19251,262267
42963,1423,225886
42964,2531,225886
42965,7431,225886
42966,34034,225886
42967,18480,105789
42968,35143,105789
42969,4606,64627
42970,70154,64627
42971,24338,98094
42972,5,101308
42973,22632,244267
42974,36186,244267
42975,36187,244267
42976,528,30146
42977,3041,30146
42978,12835,30146
42979,18268,238067
42980,33,238636
42981,729,238636
42982,2481,238636
42983,3172,238636
42984,47354,238636
42985,6194,146919
42986,68383,43257
42987,84007,89551
42988,84008,89551
42989,30997,214075
42990,30998,214075
42991,420,118340
42992,20478,118340
42993,54850,118340
42994,76043,118340
42995,659,132263
42996,5003,53870
42997,31133,53870
42998,62942,53870
42999,5358,208284
43000,8009,208284
43001,11796,208284
43002,11797,208284
43003,11921,208284
43004,12043,208284
43005,15892,208284
43006,17234,208284
43007,22071,208284
43008,23616,208284
43009,24439,208284
43010,28163,242095
43011,28286,242095
43012,87213,242095
43013,6194,99324
43014,4,121234
43015,5015,121234
43016,23189,145668
43017,23190,145668
43018,29493,298158
43019,729,262958
43020,3353,262958
43021,12695,262958
43022,7317,200051
43023,14873,200051
43024,14874,200051
43025,7357,185460
43026,342,138103
43027,925,138103
43028,7571,138103
43029,10254,138103
43030,28384,138103
43031,40822,138103
43032,3171,235984
43033,3653,235984
43034,3750,276935
43035,51955,37737
43036,4,184315
43037,8411,184315
43038,19648,184315
43039,34081,184315
43040,11486,282268
43041,37814,282268
43042,26332,279414
43043,8196,79773
43044,8197,79773
43045,24635,163710
43046,20370,150897
43047,25522,150897
43048,25523,150897
43049,2700,44527
43050,191,157849
43051,1632,157849
